ds,yhat,yhat_lower,yhat_upper
2025-08-25,15.402733391115088,14.511040813865295,16.237149930888897
2025-08-26,15.302965391203722,14.477141656485836,16.150454530179925
2025-08-27,15.343770696127205,14.5515428664269,16.204565270479783
2025-08-28,15.397631703160096,14.535183919532592,16.283122899801178
2025-08-29,15.499731332203552,14.641755690375724,16.344674293390508
2025-08-30,15.367344566882176,14.531615679701043,16.241574062161117
2025-08-31,15.448410909255578,14.604802565756485,16.349336320022974
2025-09-01,15.331007463235897,14.444672330495147,16.159721967174068
2025-09-02,15.231239463367194,14.384395024756909,16.112940931016194
2025-09-03,15.272044768408398,14.366457109505173,16.204030084223266
2025-09-04,15.325905775602465,14.535290698614817,16.21893120537309
2025-09-05,15.428005404855126,14.536450550138035,16.309801538568035
2025-09-06,15.295618639733645,14.44550943861901,16.138717393280086
2025-09-07,15.376684982398595,14.500002852487672,16.237641997244353
2025-09-08,15.25928153675885,14.375227573097682,16.162431988284865
2025-09-09,15.159513537171843,14.262917326718842,16.0207734859713
2025-09-10,15.200318842476301,14.31054286648685,16.12597538434124
2025-09-11,15.25417984987075,14.411543728482327,16.09922504850547
2025-09-12,15.3562794791961,14.51564595743137,16.268473841572725
2025-09-13,15.223900352377338,14.307171038662997,16.063561021517298
2025-09-14,15.30497433334492,14.415578312009062,16.18138432696795
2025-09-15,15.187578526008787,14.308269244643524,15.999453031727347
2025-09-16,15.087818164704528,14.195110469609332,15.891425090124747
2025-09-17,15.128631108235911,14.28461241375019,15.967626886883881
2025-09-18,15.18249975389484,14.27261676712134,16.035103199483906
2025-09-19,15.2846070214844,14.480574254116467,16.197175012019304
2025-09-20,15.152233299193592,14.29490688204668,15.996663779035346
2025-09-21,15.23331295447225,14.377866303069778,16.087480114210884
2025-09-22,15.115922821357895,14.22662876499021,15.99554023334053
2025-09-23,15.016173284719997,14.207581349745611,15.807252331482085
2025-09-24,15.056997052917435,14.25449336451623,16.00692415051809
2025-09-25,15.110876523412552,14.2244265319453,15.884607773465895
2025-09-26,15.212995995878305,14.353727069595129,16.027010894052598
2025-09-27,15.080629073978956,14.212016850719435,15.955368003224967
2025-09-28,15.161715259893196,14.289107826529571,16.038107570663474
2025-09-29,15.04433165748632,14.168610658032204,15.88952707967636
2025-09-30,14.944583501131742,14.151438012413454,15.823330987252819
2025-10-01,14.98540864955437,14.156298674838443,15.855627114879288
2025-10-02,15.039289500131254,14.116834542557825,15.824310505152454
2025-10-03,15.141408972628899,14.267144997406579,15.954039146630961
2025-10-04,15.009042050767464,14.081500731529443,15.876649716184176
2025-10-05,15.090128236692347,14.213334487894942,15.972939637365439
2025-10-06,14.972744634373187,14.030785889534384,15.813678345813338
2025-10-07,14.872996478104728,14.014274051979385,15.734728279631838
2025-10-08,14.913821626672394,14.03086120608202,15.77554804981412
2025-10-09,14.96770247739318,14.164045011290892,15.834855949508011
2025-10-10,15.069821950045212,14.271880199755111,15.90896831067857
2025-10-11,14.937455028331799,14.059103879187711,15.76993934561393
2025-10-12,15.018541214405023,14.115032076094876,15.904642801365759
2025-10-13,14.901157612085687,14.013980223999393,15.754545303959928
2025-10-14,14.801409455817451,13.940048922997109,15.641602385506166
2025-10-15,14.842234604384744,13.979838625548458,15.713348896771999
2025-10-16,14.896115455105706,14.055338608557024,15.693461247359808
2025-10-17,14.998234927757826,14.166163598297317,15.805733973575899
2025-10-18,14.86586800604441,13.997350369056486,15.72444179495924
2025-10-19,14.946954192117477,14.037896631253751,15.765087473692933
2025-10-20,14.82957058979787,13.924799883729479,15.663475802732442
2025-10-21,14.729822433529831,13.843130958453244,15.537525282899988
2025-10-22,14.770647582097096,13.88641682769039,15.707103233536065
2025-10-23,14.824528432818441,13.965907016272208,15.656351089563582
2025-10-24,14.926647905470324,14.091547472683335,15.786776677301265
2025-10-25,14.794280983756842,13.96393164048052,15.727067256562714
2025-10-26,14.875367169829932,14.024777078247073,15.808280870102763
2025-10-27,14.757983567510367,13.883143742602657,15.648361265327733
2025-10-28,14.658235411242472,13.898200726045477,15.527306318370329
2025-10-29,14.699060559810057,13.81673633968222,15.569986875222435
2025-10-30,14.752941410530765,13.91287931246463,15.629319890632637
2025-10-31,14.855060883182757,13.984676373810476,15.714990711766799
2025-11-01,14.722693961469359,13.87502570767454,15.53683787589419
2025-11-02,14.803780147542383,13.93805855521351,15.669760586552346
2025-11-03,14.68639654522255,13.783272431997464,15.554497323911109
2025-11-04,14.586648388954853,13.652799493109567,15.437257533884246
2025-11-05,14.627473537522409,13.739788041553844,15.447995906067849
2025-11-06,14.6813543882435,13.870656237762976,15.566747642311805
2025-11-07,14.783473860895256,13.958041645570692,15.681052517121548
2025-11-08,14.651106939181911,13.770225318340602,15.533940836168675
2025-11-09,14.732193125254836,13.870036753792604,15.57774971621031
2025-11-10,14.614809522935367,13.792704643231074,15.477569426740795
2025-11-11,14.515061366667576,13.653743234258647,15.361713830969093
2025-11-12,14.55588651523492,13.762408815174101,15.444976859777201
2025-11-13,14.60976736595564,13.772681886127002,15.461040812197002
2025-11-14,14.71188683860769,13.811902618326993,15.602429007148027
2025-11-15,14.57951991689443,13.691307426037152,15.412747158892405
