ds,yhat,yhat_lower,yhat_upper
2025-08-25,14.720053981095552,13.986697521276422,15.44299534909484
2025-08-26,14.936854277518217,14.17080481276973,15.591736180143915
2025-08-27,14.948409749221556,14.259922650439071,15.659289940834928
2025-08-28,14.947898428584276,14.269591118836143,15.669321860237543
2025-08-29,15.452150903565332,14.71691102758038,16.105183466500357
2025-08-30,14.963091071589986,14.243515789257442,15.695132280758566
2025-08-31,15.029354664489116,14.356368011643251,15.72530133967919
2025-09-01,14.786241646596359,14.095996758123887,15.513486154288383
2025-09-02,15.003041942936274,14.250331658623297,15.737184497721167
2025-09-03,15.014597414519136,14.30635256031216,15.745642798334995
2025-09-04,15.014086093498584,14.333936745226438,15.712032978059694
2025-09-05,15.518338568187394,14.851770230226302,16.201505132296866
2025-09-06,15.029278735919078,14.341839662134742,15.783191280975732
2025-09-07,15.095542328825166,14.408017548970143,15.813735352364338
2025-09-08,14.852429310745528,14.146161713142748,15.573289162270248
2025-09-09,15.069229607060379,14.414237586094911,15.831493168388864
2025-09-10,15.080785078690187,14.39927833426887,15.774010577374876
2025-09-11,15.080273757717904,14.304515775146262,15.788737116194994
2025-09-12,15.584526232129603,14.854004736765607,16.26116890185168
2025-09-13,15.095466399743332,14.39667820029624,15.769467418192216
2025-09-14,15.161729992446979,14.45091260726187,15.872536137841106
2025-09-15,14.918616974109936,14.189636331929904,15.617592401238824
2025-09-16,15.135417270167087,14.41921728168745,15.816736481403046
2025-09-17,15.146972741451972,14.419593735409832,15.856565885586752
2025-09-18,15.146461420136328,14.494906513285589,15.896139362567835
2025-09-19,15.650713894416496,14.911823050586891,16.314493471142267
2025-09-20,15.161654061514797,14.48421026570645,15.916716216395825
2025-09-21,15.227917653700457,14.531376396587115,15.956747860063805
2025-09-22,14.98480463526903,14.282897256844679,15.710230520716088
2025-09-23,15.201604931234025,14.507914439750568,15.930143007147294
2025-09-24,15.213160402637756,14.485589920136672,15.906747600950558
2025-09-25,15.21264908149364,14.506341940201036,15.931764649778511
2025-09-26,15.716901555934538,14.979770049273325,16.44929043342588
2025-09-27,15.22785227900964,14.51236172114188,15.942899216489334
2025-09-28,15.294126427173557,14.607567148203472,15.996774776230765
2025-09-29,15.051061558232533,14.365115863603917,15.747584241933886
2025-09-30,15.267937468497118,14.601000091601204,15.880431555954726
2025-10-01,15.279568554041498,14.55041420478659,16.007387306156264
2025-10-02,15.279260891378762,14.536035592512745,16.00863165312869
2025-10-03,15.78371702429969,15.114988611224032,16.501135532791114
2025-10-04,15.295067543061668,14.591585368706019,16.055803715007755
2025-10-05,15.361875887403132,14.690272641082126,16.091911303388123
2025-10-06,15.119307620954984,14.393320455531354,15.802104740269082
2025-10-07,15.336664561235064,14.649070452665471,15.996747134106883
2025-10-08,15.348776676798273,14.6470156363937,16.056574289284875
2025-10-09,15.34882199975862,14.662626167568668,16.044235347880967
2025-10-10,15.853631118305294,15.193311795849779,16.51990644594529
2025-10-11,15.365127929893578,14.651190916630332,16.09736169054207
2025-10-12,15.431948166571768,14.72974945165465,16.14127876802477
2025-10-13,15.189391792458382,14.488469824352416,15.909252180766261
2025-10-14,15.40674873273913,14.660076181138837,16.07358316666006
2025-10-15,15.418860848300403,14.692907040162364,16.140325736905545
2025-10-16,15.418906171261668,14.753132932516834,16.09854665870072
2025-10-17,15.923715289808284,15.213268499612484,16.60730357239259
2025-10-18,15.435212101396516,14.75572258456831,16.081453508107835
2025-10-19,15.502032338074581,14.824498559631397,16.226261792540154
2025-10-20,15.259475963960712,14.581702726687178,15.973209666705795
2025-10-21,15.47683290424191,14.799215477387692,16.199363990322638
2025-10-22,15.48894501980253,14.774917286846211,16.18073290219994
2025-10-23,15.488990342765682,14.763158121301815,16.256780160785468
2025-10-24,15.99379946131151,15.298379490310134,16.68334531803711
2025-10-25,15.505296272899296,14.89704761431497,16.206677069083785
2025-10-26,15.572116509577397,14.879228681225314,16.301034771522122
2025-10-27,15.32956013546411,14.629768077957458,16.03641088960053
2025-10-28,15.546917075744688,14.863065131666586,16.235484037550012
2025-10-29,15.559029191307161,14.866576927100573,16.255071446738786
2025-10-30,15.559074514267762,14.851957553136053,16.250649125312925
2025-10-31,16.063883632814246,15.36919277009958,16.76148879923998
2025-11-01,15.575380444402155,14.907789458677293,16.2358224475084
2025-11-02,15.642200681080833,14.949307790040814,16.362016742616543
2025-11-03,15.39964430696644,14.601225219345562,16.067365609316898
2025-11-04,15.617001247247465,14.917191661428166,16.286628449618934
2025-11-05,15.629113362809287,14.929990860237625,16.3509597815005
2025-11-06,15.629158685771776,14.9267121442941,16.331339394384322
2025-11-07,16.13396780431747,15.434189833716145,16.81834793830438
2025-11-08,15.645464615906286,14.949223877881822,16.409106257901957
2025-11-09,15.712284852583647,14.969769477580707,16.397518892391467
2025-11-10,15.469728478470904,14.747873856186773,16.222700710641636
2025-11-11,15.687085418751531,14.947329135490332,16.37813469639176
2025-11-12,15.699197534313795,14.97837589663172,16.3836708396862
2025-11-13,15.699242857273745,14.989169087850023,16.390444358966988
2025-11-14,16.204051975820207,15.456608906926178,16.890345607735146
2025-11-15,15.715548787409146,15.005671065351086,16.39016917234411
2025-11-16,15.782369024086462,15.091180930340176,16.504147970585695
