ds,yhat,yhat_lower,yhat_upper
2025-08-25,0.44865628607961866,0.4188883779767837,0.4785844800837978
2025-08-26,0.4468796102665704,0.41495310012180425,0.4788169764869663
2025-08-27,0.44640077268444966,0.4167401940358888,0.47648300380826686
2025-08-28,0.4478200264320154,0.41931444715964716,0.4788566934393132
2025-08-29,0.4668760457261692,0.4382198123400299,0.49500730981788865
2025-08-30,0.4482146090190018,0.4192200200491311,0.47671347588840607
2025-08-31,0.450395327527227,0.4211273109880911,0.47951735937262185
2025-09-01,0.4493425519958245,0.4202957301523063,0.479485625198276
2025-09-02,0.44756587618481714,0.4182959101095224,0.4785472555320191
2025-09-03,0.44708703860709387,0.4185156355874257,0.47749086630317544
2025-09-04,0.4485062923581806,0.418309162371806,0.4795378358027459
2025-09-05,0.4675623116523497,0.43780344633752005,0.49840789644569666
2025-09-06,0.44890087494512976,0.41736085199099565,0.47876906594813284
2025-09-07,0.4510815934538623,0.4215195950075864,0.480329264419956
2025-09-08,0.45002881792425425,0.41992166131078323,0.47912465196197795
2025-09-09,0.44825214211523545,0.42037262476441706,0.476570891311374
2025-09-10,0.44777330453737035,0.4169619633178355,0.4746059616649344
2025-09-11,0.4491925582883774,0.41899721353330527,0.4805968851896286
2025-09-12,0.46824857758486005,0.44011019969155146,0.4963960194288905
2025-09-13,0.4495871408819641,0.4181065241171793,0.4803917167127068
2025-09-14,0.45176785939524555,0.421558160743521,0.48049038569997055
2025-09-15,0.45071508387215403,0.4195845541345606,0.48102406434519585
2025-09-16,0.4489384080696354,0.41870238104988555,0.47739734036448667
2025-09-17,0.44845957050077984,0.41824461108019373,0.4761228590611037
2025-09-18,0.449878824260836,0.42069664310475885,0.47944953418710573
2025-09-19,0.468936565967973,0.4395496755644076,0.49979577961343685
2025-09-20,0.45027685482961255,0.4208360586554699,0.4810566599394279
2025-09-21,0.4524592989073672,0.4230741377733523,0.48514239829870004
2025-09-22,0.4514091003961646,0.4219602357271795,0.4808290668514057
2025-09-23,0.44963500160560854,0.4209837749915419,0.47811448605645024
2025-09-24,0.4491592903410329,0.4193727749628076,0.4784434263390534
2025-09-25,0.45058332414660096,0.4209138051232063,0.47897385200523895
2025-09-26,0.4696441234965645,0.4404011536712527,0.4983738772458427
2025-09-27,0.45099496358150254,0.4214083301993366,0.48267757167730174
2025-09-28,0.45318795888259167,0.4242543523896383,0.4805334312588489
2025-09-29,0.4521541002103134,0.4228964339985903,0.4828110328849721
2025-09-30,0.4504020822631589,0.42171989438226415,0.481007820780526
2025-10-01,0.44994790254690514,0.419454423903773,0.4800248584323481
2025-10-02,0.4522436464162077,0.4229787458038302,0.4820353009561367
2025-10-03,0.47217615582986167,0.44149685315198556,0.502053837246576
