ds,service,env,latency_hat,cpu_hat,anom_hat,latency_norm,cpu_norm,anom_norm,risk_score
2025-10-17,EC2,dev,24.10304714238789,0.287656736750438,,0.07084707738136159,0.19289210550806613,0.0,0.086
2025-10-18,EC2,dev,24.599196039796087,0.2955074304221312,,0.7100345834188706,0.642113691933609,0.0,0.477
2025-10-19,EC2,dev,24.824272438136692,0.3017619290010594,,1.0,1.0,0.0,0.7
2025-10-20,EC2,dev,24.312548149779825,0.293662195758412,,0.34074675291570955,0.5365282140602184,0.0,0.297
2025-10-21,EC2,dev,24.24432449595732,0.2842857125659563,,0.252854373496196,0.0,0.0,0.101
2025-10-22,EC2,dev,24.048054360152104,0.2915710631433009,,0.0,0.4168723021025919,0.0,0.125
2025-10-23,EC2,dev,24.674926003286306,0.2933584925501292,,0.8075973246614443,0.5191501271378799,0.0,0.479
2025-10-18,EC2,prod,24.78456913964488,0.4571119869946138,0.0128782685240555,0.29900342144417036,0.0,0.24824863603461697,0.194
2025-10-19,EC2,prod,24.70533675731139,0.4615819953521004,0.0173254946580237,0.0,0.3025264658808558,0.6737916386538615,0.293
2025-10-20,EC2,prod,24.784509815863867,0.4576320670873212,0.0172955366045369,0.2987795481618903,0.035198590212528726,0.6709250337974035,0.331
2025-10-21,EC2,prod,24.9067339211192,0.4617488982154973,0.0164370642472594,0.7600231026025113,0.3138223135327478,0.5887801431224784,0.575
2025-10-22,EC2,prod,24.79238209626176,0.462673208697505,0.0164344801203349,0.32848758803415956,0.37637888191814717,0.5885328750282831,0.421
2025-10-23,EC2,prod,24.970324970325148,0.4604762353153118,0.0207346033515475,1.0,0.22768954181075282,1.0,0.768
2025-10-24,EC2,prod,24.91320237782909,0.4718875814024335,0.010283894242021,0.7844334589588279,1.0,0.0,0.614
2025-10-18,EC2,staging,24.550666487148444,0.2923256626915484,,0.19397191925433527,0.7434287862581518,0.0,0.301
2025-10-19,EC2,staging,24.892272861717988,0.2914761403173466,,0.7746493256046947,0.7051523726629516,0.0,0.521
2025-10-20,EC2,staging,24.43655485928051,0.2890343682515512,,0.0,0.5951349318822975,0.0,0.179
2025-10-21,EC2,staging,24.986052542945952,0.2980201091189209,,0.9340601156768563,1.0,0.0,0.674
2025-10-22,EC2,staging,25.024844279247077,0.2897457861893487,,1.0,0.6271888577742035,0.0,0.588
2025-10-23,EC2,staging,24.855411299648694,0.2889491884730766,,0.7119904355784401,0.5912970383437017,0.0,0.462
2025-10-24,EC2,staging,24.963646433539303,0.2758257002282103,,0.8959732342096993,0.0,0.0,0.358
2025-10-17,LAMBDA,dev,15.07972584437279,0.3043670214224854,,0.6292869412848626,0.5404616139183984,0.0,0.414
2025-10-18,LAMBDA,dev,14.672892349061607,0.294992293711649,,0.0,0.0,0.0,0.0
2025-10-19,LAMBDA,dev,15.056206559703863,0.3056756897161545,,0.5929074915072667,0.6159075361783779,0.0,0.422
2025-10-20,LAMBDA,dev,15.127730762027577,0.3077105082236208,,0.7035405810312799,0.7332166814141423,0.0,0.501
2025-10-21,LAMBDA,dev,14.67928372033594,0.3001757868515791,,0.009886124240494192,0.29883311329707124,0.0,0.094
2025-10-22,LAMBDA,dev,14.957341012688516,0.2956078354983391,,0.4399830189729812,0.03548654614087602,0.0,0.187
2025-10-23,LAMBDA,dev,15.31939153507764,0.3123380727076238,,1.0,1.0,0.0,0.7
2025-10-18,LAMBDA,prod,15.435212101396516,0.4685151774272548,0.0135170278582423,0.23931705586135105,0.0,0.08249886873136475,0.12
2025-10-19,LAMBDA,prod,15.50203233807458,0.4716064474691836,0.024053901196011,0.33031269595611784,0.12459266325043214,0.5594197106475779,0.337
2025-10-20,LAMBDA,prod,15.259475963960712,0.4714642234714745,0.0337878828047232,0.0,0.11886036991715615,1.0,0.336
2025-10-21,LAMBDA,prod,15.47683290424191,0.4705980991943333,0.0284217223875752,0.29599616662867373,0.08395150432754879,0.7571163985780979,0.371
2025-10-22,LAMBDA,prod,15.48894501980253,0.4710298131481209,0.0286540540888358,0.31249041692070084,0.10135159896024216,0.7676322154639157,0.386
2025-10-23,LAMBDA,prod,15.488990342765682,0.473359618430877,0.0247990060688335,0.3125521376246071,0.19525366545598657,0.5931447096934171,0.362
2025-10-24,LAMBDA,prod,15.99379946131151,0.4933261892579864,0.0116943351723053,1.0,1.0,0.0,0.7
2025-10-17,LAMBDA,staging,14.998234927757826,0.2994421701646943,,1.0,0.7893344689243614,0.0,0.637
2025-10-18,LAMBDA,staging,14.86586800604441,0.2882964131887987,,0.5068526072374975,0.0,0.0,0.203
2025-10-19,LAMBDA,staging,14.946954192117476,0.3003930920127274,,0.8089480305756865,0.8566780682446263,0.0,0.581
2025-10-20,LAMBDA,staging,14.82957058979787,0.3010034951889785,,0.37162262716172345,0.8999063808660034,0.0,0.419
2025-10-21,LAMBDA,staging,14.729822433529831,0.29613366656711,,0.0,0.5550286307671721,0.0,0.167
2025-10-22,LAMBDA,staging,14.770647582097096,0.2992789712420317,,0.15209854028846856,0.7777768389466456,0.0,0.294
2025-10-23,LAMBDA,staging,14.82452843281844,0.3024168620158772,,0.35283752181879935,1.0,0.0,0.441
2025-10-17,RDS,dev,35.05570399669659,0.2947944661251578,,0.7060582612467721,0.3193291076395428,0.0,0.378
2025-10-18,RDS,dev,34.303005888906455,0.3020510577562651,,0.2098473054076861,0.8559221929495884,0.0,0.341
2025-10-19,RDS,dev,35.50158167826847,0.302477664030343,,1.0,0.8874678535650714,0.0,0.666
2025-10-20,RDS,dev,33.98469032604644,0.3006093515721578,,0.0,0.7493143515872,0.0,0.225
2025-10-21,RDS,dev,34.71924835696764,0.3039994872785468,,0.48425223721209537,1.0,0.0,0.494
2025-10-22,RDS,dev,34.573986084617346,0.2961235230892233,,0.3884891015481565,0.4176070338554182,0.0,0.281
2025-10-23,RDS,dev,34.60224415193266,0.2904760337906689,,0.4071180345128803,0.0,0.0,0.163
2025-10-18,RDS,prod,34.73135587061774,0.4255680258335531,0.0236705180273434,0.37959591358315375,0.0,0.3377757658092814,0.253
2025-10-19,RDS,prod,34.831436323092994,0.4374431514032193,0.0231035887684239,0.5816664736921394,0.7683955558958332,0.29719527157035414,0.552
2025-10-20,RDS,prod,35.0386263688665,0.4401059706945685,0.03027108715556,1.0,0.9406967663228593,0.8102409865878548,0.925
2025-10-21,RDS,prod,34.811893642000165,0.4374453045544216,0.0247112814890744,0.542208213694406,0.7685348783649133,0.4122730597809405,0.571
2025-10-22,RDS,prod,34.54335158751648,0.4337644910457638,0.0329221129467601,0.0,0.5303630185777091,1.0,0.459
2025-10-23,RDS,prod,34.71893896810961,0.4410224691584128,0.0233283635874912,0.35452517916319665,1.0,0.3132845333375117,0.536
2025-10-24,RDS,prod,34.58488073107529,0.4269229741788332,0.0189516261512674,0.0838507130235956,0.08767370760618466,0.0,0.06
2025-10-18,RDS,staging,33.78048782362181,0.3056995537072123,,0.5459814873121387,1.0,0.0,0.518
2025-10-19,RDS,staging,33.982650988875136,0.2918959263683251,,0.6162008812250495,0.269977791134254,0.0,0.327
2025-10-20,RDS,staging,34.62452459230981,0.2917946341276423,,0.8391493859410328,0.26462082347141885,0.0,0.415
2025-10-21,RDS,staging,34.49234059333102,0.2926213086900221,,0.7932365695204721,0.30834054838325525,0.0,0.41
2025-10-22,RDS,staging,34.08842995337397,0.2998682562986574,,0.6529421677325882,0.6916044956709505,0.0,0.469
2025-10-23,RDS,staging,35.08761701534371,0.2947171127564699,,1.0,0.41917978479380286,0.0,0.526
2025-10-24,RDS,staging,32.20859522395576,0.2867910504161491,,0.0,0.0,0.0,0.0
